2018-07-18 03:22:13,#MasterChefBR aaa todos ja sabem que é thiago que vai embora. Puxa que chato :(
2018-07-18 03:21:58,"ai eu vou chorar se o hugo ou o major sairem 
ou seja vou chorar de qualquer jeito :(
#MasterChefBR"
2018-07-18 03:21:29,a carinha do hugo meu deus :(((((  #MasterChefBR
2018-07-18 03:21:13,"RT @DebhValente: Definitivamente não tenho emocional pra ver o Hugo ou o Thiago indo embora.
Pela trajetória de ambos, o justo seria os doi…"
2018-07-18 03:20:57,"Major vai sair, NÃO QUERO :( #MasterChefBR"
2018-07-18 03:20:39,Fogaça chorando #MasterChefBR :(
2018-07-18 03:20:10,RT @luizaamp: Não posso com o Hugo e esse queixinho tremendo :( #MasterChefBR
2018-07-18 03:20:05,OS JURADOS CHORANDO :( EU NAO TO BEM!!!!!! #masterchefbr
2018-07-18 03:20:03,"A @PaolaCarosella é uma fofa e ela elogia e se emociona SIM, sempre verdadeira e quando necessário. E quando precis… https://t.co/BKgsvoKVzV"
2018-07-18 03:19:58,"#MasterChefBR para por hoje por favor, deixa os 2 e vida que segue :("
2018-07-18 03:19:53,"O fogaça chorando :((( você quer o mundo, fogaça? Eu te dou. #MasterChefBR"
2018-07-18 03:19:50,"Eu amo tanto eles dois, meus coração tá partido :( #MasterChefBR"
2018-07-18 03:19:40,"Definitivamente não tenho emocional pra ver o Hugo ou o Thiago indo embora.
Pela trajetória de ambos, o justo seria… https://t.co/j5p51skM42"
2018-07-18 03:19:30,#MasterChefBR Ainda colocaram a @PaolaCarosella  pra falar :(
2018-07-18 03:19:27,"AI MEU DEUS, A PAOLA TÁ EMOCIONADA DEMAIS, ACHO QUE ELA VAI DIZER ADEUS PRO HUGO :( #masterchefbr"
2018-07-18 03:19:08,eu não to me aguentando aaaaaa :( #FicaHugo #MasterChefBR
2018-07-18 03:18:56,Qualquer um que sair será uma perda tão grande :( #MasterChefBR
2018-07-18 03:18:28,O HUGO CHORANDO E TREMENDO :( #MasterChefBR
2018-07-18 03:18:15,Não posso com o Hugo e esse queixinho tremendo :( #MasterChefBR
2018-07-18 03:18:15,ai o Hugo chorando quebra meu coração :( #MasterChefBR
2018-07-18 03:18:05,"Meu deus, olha o Hugo! :( #masterchefbr"
2018-07-18 03:18:00,Para huguinho :( #masterchefbr
2018-07-18 03:17:49,"Coitado do Hugo, excluído do role :( #MasterChefBR"
2018-07-18 03:17:24,"Por que eu nunca torço pra quem a maioria torce? O que vcs tem contra mim
Eu a Deborah, vcs a Michele 
Eu o Marcelo… https://t.co/Z2zdWDhCMD"
2018-07-18 03:16:59,hugo chorando deixa eu te abraçar nenem :(((( #MasterChefBR
2018-07-18 03:15:54,"Meus meninos chorando, eu não aguento :( #MasterChefBR"
2018-07-18 03:14:50,Infelizmente sabemos que o Hugo sai :( #MasterChefBR
2018-07-18 03:14:08,"Era pra ser Thiago e Hugo na final
 :(#MasterchefBR"
2018-07-18 03:13:52,Aquele momento que você percebe que vai ter que se despedir da final que você queria! :( #MasterChefBR
2018-07-18 03:13:51,"Queria que aquelas duas nojentas saíssem, não meu Huguinho e meu Major #MasterChefBR :(((("
2018-07-18 03:13:45,Não chora Hugo.... :( #MasterChefBR
2018-07-18 03:13:15,RT @alinessimas: Os chefs estão super elogiando o Major acho q já era pro Hugo :( #MasterChefBR
2018-07-18 03:12:25,"to triste pq os dois foram muito bem e não quero que nenhum saia :(
 #MasterChefBR"
2018-07-18 03:12:20,Os chefs estão super elogiando o Major acho q já era pro Hugo :( #MasterChefBR
2018-07-18 03:10:37,#MasterChefBR não chora galera aaaaa :(
2018-07-18 03:10:36,"O Thiago vai sair :(
O Hugo vai ficar :)
#MasterChefBR"
2018-07-18 03:10:24,Da pra não sair nem o Hugo nem o Thiago pfv? :( #MasterChefBR
2018-07-18 03:08:32,MDS o Hugo tremendo o queixo pra não chorar :( #MasterChefBR
2018-07-18 03:03:55,"A transmissão online do #MasterChefBR no site da @BandTV sempre trava na virada do dia, impressionante.. :("
2018-07-18 03:03:31,RT @gabstav: esse duelo de hoje era pra ser na final :( #MasterChefBR
2018-07-18 03:02:39,Acho que o Thiago sai :( #MasterChefBR
2018-07-18 03:01:54,Ainda tentando entender pq a galera do twitter odeia o Thiago :( #MasterChefBR
2018-07-18 03:01:37,Era pra ser a final com o hugo e o major :( #MasterChefBr
2018-07-18 03:01:13,Tadinho do meu filho Hugo todo se tremendo :( #MasterChefBR
2018-07-18 03:00:48,O Hugo não pode sair :( #MasterChefBR
2018-07-18 03:00:17,RT @Ju_assmann: Gosto dos 2 :( #MasterChefBR
2018-07-18 02:59:25,"acho legal o fato de serem duas mulheres na final, mas no lugar da Maria Antônia devia ser a Rita :( era raro Rita… https://t.co/kfKJXeQh25"
2018-07-18 02:58:46,RT @gabstav: esse duelo de hoje era pra ser na final :( #MasterChefBR
2018-07-18 02:56:59,"o pior é que eles tão na mesma bancada, ou seja, é mais pressão :( #MasterChefBR"
2018-07-18 02:56:27,Geeeente! Falando sério... vcs também ficam muito triste assistindo #MasterChefBR ? Acho muita maldade no coração n… https://t.co/yhUiPoP80Q
2018-07-18 02:55:43,Gosto dos 2 :( #MasterChefBR
2018-07-18 02:55:41,"Coração apertado, a ""final"" está entre Major e Hugo :( #MasterChefBR"
2018-07-18 02:54:48,Hugo e Major na prova de eliminação... hoje o #MasterChefBR vai ser triste de qualquer maneira. :(
2018-07-18 02:53:55,"Eu gosto da Maria Antônia, queria que a Eliane tivesse pra sair #masterchefbr mas estão meus dois bolinhos na eliminação  :("
2018-07-18 02:53:12,RT @gabstav: esse duelo de hoje era pra ser na final :( #MasterChefBR
2018-07-18 02:52:25,esse duelo de hoje era pra ser na final :( #MasterChefBR
2018-07-18 02:52:24,"Hugo e Tiago, era a final que eu queria :( 
#MasterChefBR"
2018-07-18 02:51:38,"#MasterChefBR queria que a Maria Antônia estivesse nessa prova, não o Hugo :("
2018-07-18 02:49:44,Meus favoritos na eliminação :-( Com tristeza sinto que este é um adeus ao major. #masterchefbr
2018-07-18 02:48:56,"RT @fal81: #masterchefbr minha final tão sonhada, sendo antecipada... :("
2018-07-18 02:46:39,RT @RildoArantesVS: Temos uma Final Antecipada: Major vs Hugo... Uma pena qualquer um deles saírem :( #MasterChefBR
2018-07-18 02:46:21,acho que o hugo sai :(  #MasterChefBR
2018-07-18 02:46:04,"RT @fal81: #masterchefbr minha final tão sonhada, sendo antecipada... :("
2018-07-18 02:45:58,meu hugo não pode sair :( eu vou chorar to em crise #MasterChefBR
2018-07-18 02:45:34,"#masterchefbr minha final tão sonhada, sendo antecipada... :("
2018-07-18 02:45:25,"Saí do the voice e vi o Hugo com o avental preto
:( 
#MasterChefBR"
2018-07-18 02:45:12,vou ficar tão triste se o Major sair :( #masterchefbr
2018-07-18 02:44:54,"#MasterChefBR meus dois favoritos, um sai hj. :("
2018-07-18 02:44:26,"@HugoMChef principe, sai nao!! :( #masterchefbr"
2018-07-18 02:44:08,#MasterChefBR UMA FINAL ANTECIPADA... :(
2018-07-18 02:43:01,Que tristeza essa eliminação do #masterchefbr hoje :(
2018-07-18 02:42:40,Mais um dia sem poder ver o #masterchefbr :(
2018-07-18 02:42:32,"E agora, que eu gosto dos dois?! :( 
#masterchefbr"
2018-07-18 02:42:19,"X1 do Major com o Hugo, os 2 melhores! Tenso :( #MasterChefBR"
2018-07-18 02:42:00,RT @RildoArantesVS: Temos uma Final Antecipada: Major vs Hugo... Uma pena qualquer um deles saírem :( #MasterChefBR
2018-07-18 02:41:42,Meninas infelizmente sentindo que é hoje que nosso anjo celestial enviado por Deus HUGO sai. Tá muito abatido :(… https://t.co/TtfZqjVDuI
2018-07-18 02:41:23,Temos uma Final Antecipada: Major vs Hugo... Uma pena qualquer um deles saírem :( #MasterChefBR
2018-07-18 02:39:48,"SANTA CABRA PRETA TENHA PODER, PQ SUBIRAM A MARIA ANTÔNIA??????? SOBE SÓ A ELIANE POXA :( #MasterChefBR"
2018-07-18 02:38:39,Não acredito que a prova de eliminação é entre o Hugo e o Major :( #MasterChefBR
2018-07-18 02:36:57,"O que ? Hugo r Major na eliminação? Ahh, vai pra pqp ! :( 

#MasterChefBR"
2018-07-18 02:36:13,Hugo e Thiago se enfrentando a eliminação NÃOOOOOO :( #MasterChefBR
2018-07-18 02:33:03,Tadinhos :( #MasterChefBR
2018-07-18 02:30:39,"Ah pronto
Ferrou pros meninos :( #MasterChefBR"
2018-07-18 02:30:30,@masterchefbr #masterchefbr Os meninos vão se dar mal na sobremesa :((
2018-07-18 02:30:28,CHEGUEI para ver meu maravilhoso #MasterChefBR. Terei que ver o começo no YouTube amanhã :(.
2018-07-18 02:28:48,Aaa nao.. gostaram da sobremesa das meninas :( #MasterChefBR
2018-07-18 02:17:17,Não fala assim com o Hugo @PaolaCarosella  :( #MasterChefBR
2018-07-18 02:10:43,"Hugo não pode sair :((
#MasterChefBR"
2018-07-18 02:10:40,ai meu menino Hugo não pode sair hoje :( #MasterChefBR
2018-07-18 02:09:44,Tadinho do Hugo meu Deus :( #MasterChefBR
2018-07-18 02:09:42,Tadinho dos meninos! :( #MasterChefBR
2018-07-18 02:08:46,Gente :( #MasterChefBR
2018-07-18 02:08:42,"A parte ruim do #MasterChefBR  é que cada episódio, sai uma pessoa :("
2018-07-18 02:01:16,"Hugo ta tão tristinho no depoimento, espero que ele não tenha sido eliminado :( #MasterChefBR"
2018-07-18 01:40:26,Hugo parece meio triste nos comentários. Espero que ele não saia hoje :( #MasterChefBR
2018-07-18 01:39:13,RT @Gatikarj: Eu quero vinho :( #MasterChefBR
2018-07-18 01:38:31,Eu quero vinho :( #MasterChefBR
2018-07-18 01:36:09,o hugo sozinho :(((( #MasterChefBR
2018-07-18 01:32:34,RT @poxandreza_: ainda não superei a saída da Katleen :( #MasterChefBr
2018-07-18 01:32:08,ainda não superei a saída da Katleen :( #MasterChefBr
2018-07-17 12:39:27,Hoje tem #MasterChefBR e eu não dormi bem o suficiente pra ficar ate 1:30/1:40  assistindo. :(
2018-07-14 06:28:39,"Hora de dormi, #MasterChefBR perdeu a melhor cozinheira :("
2018-07-12 21:47:42,"MANO, A KETLEEN SAIU! Decepcionado com o #MasterChefBR :(

Tomara que o Hugo ganhe agora já que ela saiu.. :/"
2018-07-12 02:01:47,"ai não a katleen :(
#MasterChefBR"
2018-07-11 14:20:37,"#MasterChefBR eu to sem acreditar que meu cristal saiu
SO PQ EU NAO ASSISTI ONTEM :("
2018-07-11 11:30:12,"A menina tava fazendo hora extra mesmo, ela estava errando já há várias rodadas

:-(

(ainda não vi o final, mas ce… https://t.co/rzTHDgqoUJ"
2018-07-11 03:46:59,"a katleen era muito a minha fav, eu não admito isso :( #MasterChefBR"
2018-07-11 03:45:35,"RT @camilasloml: eu amo a paola, acho ela maravilhosa, mas doeu muito ver ela falando daquela forma com a menina katleen :((( #MasterChefBR"
2018-07-11 03:44:47,"eu amo a paola, acho ela maravilhosa, mas doeu muito ver ela falando daquela forma com a menina katleen :((( #MasterChefBR"
2018-07-11 03:39:03,#MasterChefBR muito bad pela saída da fada Katleen :(
2018-07-11 03:36:11,"Não tenho palavras vendo minha favorita ir embora, RIP Katleen :(
#MasterChefBR"
2018-07-11 03:30:35,#MasterChefBR nãããão!!! @LacerdaKatleen torci por você até agora pela simplicidade e simpatia. Uma pena não te ver… https://t.co/fgdH9r0GLs
2018-07-11 03:29:25,"Eu tô muito triste que a Katleen saiu :( 
#MasterChefBR"
2018-07-11 03:28:52,Coração na mão com a saida da Katleen :( #MasterChefBR
2018-07-11 03:28:41,tadinho do Hugo :( #MasterChefBR
2018-07-11 03:27:56,Meu menino ta sozinho :( #MasterChefBR
2018-07-11 03:27:27,é por isso que eu te amo katleen :( #MasterChefBR
2018-07-11 03:26:52,"Tadinho do Hugo :( tomara que ganha, esse master chef é seu!!!
#MasterChefBR"
2018-07-11 03:26:34,"Katleen saiu, não acreditooooooooooooooo, o programa era dela :(
#MasterChefBR"
2018-07-11 03:26:32,"só me sobra o hugo agora eu não acredito eu to mal :( 
tadinho do hugo ficou muito desolado agora #MasterChefBR"
2018-07-11 03:26:31,RT @heeyluana: Num acredito que a Katleen saiu e a Maria Antônia nojenta continua :( #MasterChefBR
2018-07-11 03:26:18,katleen não :( #MasterChefBR
2018-07-11 03:26:13,#MasterChefBR AH NÃO MANO :(((
2018-07-11 03:25:58,Num acredito que a Katleen saiu e a Maria Antônia nojenta continua :( #MasterChefBR
2018-07-11 03:25:52,"Aaaaaaa n, a @KatleenMChef não.   :( poxa essa é uma das mais tristes eliminações desde a Irina #timeHugo #masterchefbr @masterchefbr"
2018-07-11 03:25:49,"Ai não tô sabendo lidar, primeiro Victor Hugo e agora a katleen :( #MasterChefBR"
2018-07-11 03:25:47,Ai a Ket :( #MasterChefBR tô arrasada
2018-07-11 03:25:41,um nenenzinho desses :( #MasterChefBR
2018-07-11 03:25:40,a poia saiu :( #MasterChefBR
2018-07-11 03:25:40,"Katleen não se vá :(
#MasterchefBr"
2018-07-11 03:25:32,e realmente não sei pq já que teve outros participantes que já erraram até mais do que ela e nunca levaram coices a… https://t.co/qRDfY5wlao
2018-07-11 03:25:32,"mano, a minha bichinha não :( #MasterChefBR"
2018-07-11 03:25:24,#MasterChefBR acabou pra mim hoje junto com a @KatleenMChef  :((
2018-07-11 03:25:16,"Ai a Kat não :((
#MasterChefbr"
2018-07-11 03:25:00,"Ai, Katleen, pq me matou!? :( #MasterChefBR"
2018-07-11 03:24:49,A minha bichinha saiu :((((( agora só tem o Hugo pra representar o lado bom da força. #MasterChefBR
2018-07-11 03:24:48,eu nao vou chorar eu nao vou chorar eu nao vou :( #MasterChefBr
2018-07-11 03:24:45,não acredito :( a katleen #MasterChefBR
2018-07-11 03:24:42,Acaba #MasterChefBR pq dps de hj eu n quero mais assistir :(
2018-07-11 03:24:36,é agora :( #MasterChefBR
2018-07-11 03:24:35,"EU NÃO ACREDITO NISSO EU VOU MATAR UM NESSA BANDEIRANTES 
KATLEEN FADA :((
#MasterChefBR https://t.co/gLg4OGWOkv"
2018-07-11 03:24:31,"Genteeee, to maaalllll, meu consolo é o Hugo! :( #MasterChefBr"
2018-07-11 03:24:28,que sacanagem :((( #masterchefbr
2018-07-11 03:24:21,Eu tô muito mal agora :( #MasterChefBR
2018-07-11 03:24:06,Tadinha da minha bb :(((((( #masterchefbr
2018-07-11 03:23:56,AAAH NÃO :( #MasterChefBR
2018-07-11 03:23:53,"A Katleen saiu, eu tava com um sentimento de que ela ia sair hoje :( #MasterChefBr"
2018-07-11 03:23:16,Ai pqp Thiago :( #MasterChefBR
2018-07-11 03:22:49,é agora :( #MasterChefBR
2018-07-11 03:22:39,"Ai! É agora... :-(
#MasterChefBR #FicaKatleen"
2018-07-11 03:22:28,é agora :( #MasterChefBR
2018-07-11 03:21:54,RT @kalinafaria: essa ta sendo a pior temporada do masterchef :( gente que não merece NADA ficando e gente que cozinha mesmo indo embora #M…
2018-07-11 03:19:36,"pelo o que o Fogaça disse, acho que infelizmente minha bb Katleen sai :( mas espero estar errada #MasterChefBR"
2018-07-11 03:19:07,essa ta sendo a pior temporada do masterchef :( gente que não merece NADA ficando e gente que cozinha mesmo indo embora #MasterChefBR
2018-07-11 03:18:10,"É meus amigos, já sabemos quem vai sair :( #MasterChefBr"
2018-07-11 03:17:28,"a verdade é que eu gosto dos 5, queria que os 5 ficassem :( #MasterChefBR"
2018-07-11 03:17:24,Acho que a Katleen vai sair :( #MasterChefBR
2018-07-11 03:17:03,Kat vai sair :( meu otp vai ser desfeito #MasterChefBR
2018-07-11 03:16:05,Putz a Katleen vai sair :(( #MasterChefBR
2018-07-11 03:15:58,"#MasterChefBR eh gente, a katleen vai sair :((((((("
2018-07-11 03:14:45,RT @allingordo: pfvr katlen não sai :(((( #MasterChefBR
2018-07-11 03:14:37,Infelizmente acho que a Katleen vai sair :(  #MasterChefBR
2018-07-11 03:14:26,RT @biancapwreira: não quero que a minha nene saia :( #MasterChefBR https://t.co/hwOiRI1KVy
2018-07-11 03:14:02,não quero que a minha nene saia :( #MasterChefBR https://t.co/hwOiRI1KVy
2018-07-11 03:13:32,"eu to passando mal, a Katleen tem que ir pro mezanino meu deus :(  #MasterchefBR"
2018-07-11 03:13:04,pfvr katlen não sai :(((( #MasterChefBR
2018-07-11 03:12:52,Pela conversa dos chefs a Katleen sai :( #MasterChefBR
2018-07-11 03:12:18,Gente certeza que a Paola vai voltar na kat :( #MasterChefBr
2018-07-11 03:12:09,logo meus amores :( #MasterChefBr
2018-07-11 03:11:30,RT @dakotasafada: não quero que o thiago saia :( #MasterChefBR
2018-07-11 03:11:27,"Eu até gosto do Major, mas não, a Katleen não pode sair :(
 #MasterChefBR"
2018-07-11 03:11:22,os dois que eu não queria que saísse.... :( #MasterChefBR
2018-07-11 03:11:21,"Não quero mas acho que a Katleen vai sair, minha favorita :( #MasterChefBR"
2018-07-11 03:10:56,"Katleen postou que hoje era um programa muito especial, pensei ""ou vai muito bem, ou sai"". Pelo visto vai sair :( #MasterChefBR"
2018-07-11 03:10:51,não quero que o thiago saia :( #MasterChefBR
2018-07-11 03:10:31,"RT @feelsafonso: #MasterChefBR
ela olhou pro hugo e falou ""desculpa"", eu vou chorar :( https://t.co/gWzr3Tfhb9"
2018-07-11 03:10:28,#MasterChefBR ainda acho q a katleen sai :((((((((
2018-07-11 03:10:27,"Eu gosto do Major :( mas entre ele e a Kat, prefiro ela 😞 #masterchefbr"
2018-07-11 03:09:35,se a Ketleen sair eu vou fica muito triste :( #MasterChefBr
2018-07-11 03:09:34,Acho que a kat vai sair :( tô triste demais  #MasterChefBr
2018-07-11 03:09:10,RT @eaikirida: AI GENTE JA ERA PERDEMOS A NOSSA KATLEEN :(((((( #MasterChefBR
2018-07-11 03:09:03,"RT @carolzzeta: a katleen pedindo desculpa pro hugo, meu deus que lindos :( #masterchefbr"
2018-07-11 03:09:02,"RT @carolzzeta: a katleen pedindo desculpa pro hugo, meu deus que lindos :( #masterchefbr"
2018-07-11 03:08:52,"se a katleen sair só me sobra o hugo de fav aaaaaa não eu posso com isso não não meu shipp nãooo 
:( #MasterChefBR⁠ ⁠"
2018-07-11 03:08:51,desculpa major mas entre vc e a katleen eu queria que a katleen ficasse :( #MasterChefBr
2018-07-11 03:08:41,Não tô sabendo lidar com ela pedindo desculpas pro Hugo :((((((( #MasterChefBR
2018-07-11 03:08:23,"a katleen pedindo desculpa pro hugo, meu deus que lindos :( #masterchefbr"
2018-07-11 03:08:18,"RT @feelsafonso: #MasterChefBR
ela olhou pro hugo e falou ""desculpa"", eu vou chorar :( https://t.co/gWzr3Tfhb9"
2018-07-11 03:08:04,ai o casalzinho :( #MasterChefBR
2018-07-11 03:07:51,Eu acho que katleen sai hein :( #MasterChefBr
2018-07-11 03:07:42,"eu acho que é a ketleen que sai, pq nos vídeos de comentário das provas ela parecia ter chorado e estar com o olho inchado :( #MasterChefBR"
2018-07-11 03:07:42,"#MasterChefBR
ela olhou pro hugo e falou ""desculpa"", eu vou chorar :( https://t.co/gWzr3Tfhb9"
2018-07-11 03:07:39,AI GENTE JA ERA PERDEMOS A NOSSA KATLEEN :(((((( #MasterChefBR
2018-07-11 03:07:36,RT @mordomoeugenio: Putz Ketleen vai sair e vai ser 7 a 1 :( #masterchefBR
2018-07-11 03:07:30,RT @masoksandy: Paola acaba com a minha katleen NOSSA :( #MasterChefBR
2018-07-11 03:07:28,acho que hoje não da pra katleen :( triste  #MasterChefBR
2018-07-11 03:07:20,"Ixi, acho que a Katleen vai rodar :( #MasterChefBR"
2018-07-11 03:07:16,se a katleen sair hoje eu vou ficar muito triste :( #MasterChefBR
2018-07-11 03:07:14,ai minha bichinha :( #MasterChefBR
2018-07-11 03:07:00,Meu Deus :( #MasterChefBR
2018-07-11 03:06:49,Putz Ketleen vai sair e vai ser 7 a 1 :( #masterchefBR
2018-07-11 03:06:48,Paola acaba com a minha katleen NOSSA :( #MasterChefBR
2018-07-11 03:06:47,ah não Katleinenenynene :( #MasterChefBR
2018-07-11 03:06:47,"#MasterChefBR
já sabemos quem sai hoje :("
2018-07-11 03:06:45,Paola não precisa falar assim com o meu neném kat :( #MasterChefBR
2018-07-11 03:06:41,"Vixi, Katleen sendo derrubada :( #MasterChefBR"
2018-07-11 03:06:27,eu não acredito que a Katleen vai sair pqp :( #MasterChefBR
2018-07-11 03:06:18,"Aaaaahh tô triste, Paola não assim com a nossa princesa :( #MasterChefBR"
2018-07-11 03:06:12,"Ai gente :(
Ninguém gostou do prato dela #MasterChefBR"
2018-07-11 03:05:53,MEU DEUS NAO CRITICA O PRATO DA MINHA KATLEEN MEU PAI AMADOOOOOO MEU NENEM VAI SAIR :( #MASTERCHEFBR
2018-07-11 03:03:23,hoje é o dia né? De dar tchau a nossa fada katleen. Não tô preparada :( #MasterChefBR
2018-07-11 03:02:47,Sentindo que Katleen vai se dar mal :(( #MasterChefBR
2018-07-11 03:01:24,Ih gente será que a Katlen sai hoje? :( #MasterChefBR
2018-07-11 02:59:29,"nao acredito que ela foi bem com sopa :( 
#Masterchefbr"
2018-07-11 02:55:07,"Eu tô notando a katleen tão pra baixo hoje, tô nervosa com medo da fada sair :( #MasterChefBR"
2018-07-11 02:52:30,#MasterChefBR Poderia ao menos em UMA temporada ganhar um gaúcho. :(
2018-07-11 02:47:37,Credo 🤢 coitado do jacaré :( #MasterChefBR
2018-07-11 02:44:45,meu Major está morto :( #MasterChefBR
2018-07-11 02:41:11,"acho que Maria Antônia sai hj :(
#MasterChefbr"
2018-07-11 02:38:57,Eu sinto que o nível da temporada passada pra essa caiu bastante :( #MasterChefBR #MasterChef
2018-07-11 02:36:35,tadinhos dos jacarés :( #MasterChefBR
2018-07-11 02:35:51,mataram o Jacaré filhote :( #masterchefbr
2018-07-11 02:35:35,RT @gabibcomenta: katleen merecia estar no mezanino também :( #MasterchefBR
2018-07-11 02:35:13,katleen merecia estar no mezanino também :( #MasterchefBR
2018-07-11 02:34:39,#MasterChefBR A Katleen tinha q ta no mezanino tmb :(
2018-07-11 02:34:27,Tristíssima que a katleen foi bem mas não subiu :( #MasterChefBR
2018-07-11 02:33:41,Os dois eram pra subir :( #MasterChefBR
2018-07-11 02:32:40,podia subir os dois :( #MasterChefBR
2018-07-11 02:30:13,RT @resiIiences: que saudade da rita :(  #MasterChefBR
2018-07-11 02:25:04,que saudade da rita :(  #MasterChefBR
2018-07-11 02:24:43,"Ah não Lilly, não erra :( ....quero que vc continue. #MasterChefBR"
2018-07-11 02:15:31,Tiago tá me decepcionando :( #MasterChefBR
2018-07-11 02:14:56,"Essa é turma mais fraca que o Masterchef já teve... Que preguiça desse povo que sobrou 
:(  #MasterChefBR"
2018-07-11 02:04:36,Sem panela de pressao FICA DIFÍCIL :( #MasterChefBR
2018-07-11 02:02:23,Paola trata meus favs tão dura de um jeito que eu fico até triste :( #MasterChefBR
2018-07-11 01:53:21,quem diria que eu ficaria revirando os olhos pro major nessa altura do jogo? porque foi se unir com essas uós major :( #MasterChefBR
2018-07-11 01:49:56,"Eu adoro demais o Major, mas também adoro demais o Hugo.. que nenhum dos dois saia hoje :( #masterchefBR"
2018-07-11 01:48:41,tá demorando muito pra crescer rs :( #MasterChefBR
